TeacherID,EventDate,EventType,CenterID,ClassroomID,Position,Notes
T-0061,5/1/2017,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0147,5/1/2017,Termination,C-HP,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0151,5/1/2017,Termination,C-LCV,CL-LCVPS-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0145,6/1/2017,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0146,6/1/2017,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0019,6/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0044,6/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0155,6/1/2017,Termination,,CL-JPIN-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0149,7/1/2017,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0042,7/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0058,7/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0077,7/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0117,7/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0149,7/1/2017,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0116,8/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0095,9/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0097,9/1/2017,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0112,9/1/2017,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0152,9/1/2017,Termination,,CL-JPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0007,10/1/2017,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0032,10/1/2017,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0113,10/1/2017,Termination,C-TD,CL-TDIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0129,10/1/2017,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0156,10/3/2017,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire to meet staffing need October 2017
T-0018,11/1/2017,Termination,C-HP,CL-HPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0051,11/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0109,11/1/2017,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0145,11/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0156,11/1/2017,Termination,,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0157,11/12/2017,Hire,C-LCV,CL-LCVPS-01,Teacher,Hire to meet staffing need November 2017
T-0045,12/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0075,12/1/2017,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0158,12/2/2017,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need December 2017
T-0029,1/1/2018,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0159,1/12/2018,Hire,C-JP,CL-JPPS2-01,Lead Teacher,Hire to meet staffing need January 2018
T-0064,2/1/2018,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0023,3/1/2018,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0038,3/1/2018,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0088,3/1/2018,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0085,4/1/2018,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0021,5/1/2018,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0137,5/1/2018,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0142,5/1/2018,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0160,5/12/2018,Hire,C-JP,CL-JPPS2-01,Lead Teacher,Hire to meet staffing need May 2018
T-0161,5/30/2018,Hire,C-JP,CL-JPTO-01,Teacher,Hire to meet staffing need May 2018
T-0123,6/1/2018,Termination,C-TD,CL-TDPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0162,6/4/2018,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need June 2018
T-0134,7/1/2018,Termination,C-TD,CL-TDPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0146,7/1/2018,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0154,7/1/2018,Termination,,CL-JPIN-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0163,7/18/2018,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need July 2018
T-0164,7/26/2018,Hire,C-TD,CL-TDPS-01,Lead Teacher,Hire to meet staffing need July 2018
T-0157,8/1/2018,Termination,,CL-LCVPS-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0158,8/1/2018,Termination,,CL-JPPS1-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0165,8/21/2018,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need August 2018
T-0059,9/1/2018,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0083,9/1/2018,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0166,9/16/2018,Hire,C-JP,CL-JPPS2-01,Assistant Teacher,Hire to meet staffing need September 2018
T-0139,10/1/2018,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0005,11/1/2018,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0099,1/1/2019,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0167,1/29/2019,Hire,C-JP,CL-JPIN-01,Teacher,Hire to meet staffing need January 2019
T-0030,2/1/2019,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0034,2/1/2019,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0131,2/1/2019,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0159,2/1/2019,Termination,,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0162,2/1/2019,Termination,,CL-JPPS1-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0166,2/1/2019,Termination,,CL-JPPS2-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0168,2/3/2019,Hire,C-HP,CL-HPPS2-01,Teacher,Hire to meet staffing need February 2019
T-0169,2/9/2019,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need February 2019
T-0170,2/18/2019,Hire,C-JP,CL-JPTO-01,Teacher,Hire to meet staffing need February 2019
T-0004,3/1/2019,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0171,3/30/2019,Hire,C-HP,CL-HPPS2-01,Assistant Teacher,Hire to meet staffing need March 2019
T-0172,3/2/2019,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need March 2019
T-0173,3/26/2019,Hire,C-JP,CL-JPTO-01,Teacher,Hire to meet staffing need March 2019
T-0108,5/1/2019,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0174,5/13/2019,Hire,C-JP,CL-JPIN-01,Teacher,Hire to meet staffing need May 2019
T-0168,6/1/2019,Termination,,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0033,7/1/2019,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0173,7/1/2019,Termination,,CL-JPTO-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0174,7/1/2019,Termination,,CL-JPIN-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0175,7/4/2019,Hire,C-JP,CL-JPIN-01,Teacher,Hire to meet staffing need July 2019
T-0176,7/13/2019,Hire,C-JP,CL-JPTO-01,Teacher,Hire to meet staffing need July 2019
T-0028,9/1/2019,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0177,9/25/2019,Hire,C-HP,CL-HPPS1-01,Assistant Teacher,Hire to meet staffing need September 2019
T-0178,9/16/2019,Hire,C-HP,CL-HPTO-01,Teacher,Hire to meet staffing need September 2019
T-0081,10/1/2019,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0171,10/1/2019,Termination,,CL-HPPS2-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0076,12/1/2019,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0126,1/1/2020,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0160,1/1/2020,Termination,,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0164,1/1/2020,Termination,,CL-TDPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0170,1/1/2020,Termination,,CL-JPTO-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0179,1/23/2020,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need January 2020
T-0180,1/19/2020,Hire,C-JP,CL-JPTO-01,Assistant Teacher,Hire to meet staffing need January 2020
T-0181,1/30/2020,Hire,C-TD,CL-TDPS-01,Teacher,Hire to meet staffing need January 2020
T-0182,3/3/2020,Hire,C-HP,CL-HPPS2-01,Teacher,Hire to meet staffing need March 2020
T-0176,4/1/2020,Termination,,CL-JPTO-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0180,4/1/2020,Termination,,CL-JPTO-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0181,4/1/2020,Termination,,CL-TDPS-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0183,4/4/2020,Hire,C-JP,CL-JPTO-01,Teacher,Hire to meet staffing need April 2020
T-0184,4/4/2020,Hire,C-TD,CL-TDPS-01,Lead Teacher,Hire to meet staffing need April 2020
T-0046,5/1/2020,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0179,5/1/2020,Termination,,CL-JPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0185,5/17/2020,Hire,C-JP,CL-JPPS2-01,Assistant Teacher,Hire to meet staffing need May 2020
T-0161,6/1/2020,Promotion,,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0096,6/1/2020,Termination,C-TD,CL-TDTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0186,6/5/2020,Hire,C-HP,CL-HPPS1-01,Teacher,Hire to meet staffing need June 2020
T-0185,7/1/2020,Termination,,CL-JPPS2-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0187,7/10/2020,Hire,C-JP,CL-JPPS1-01,Assistant Teacher,Hire to meet staffing need July 2020
T-0188,7/2/2020,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need July 2020
T-0163,8/1/2020,Promotion,,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0189,8/30/2020,Hire,C-HP,CL-HPPS1-01,Teacher,Hire to meet staffing need August 2020
T-0165,9/1/2020,Promotion,,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0188,9/1/2020,Termination,,CL-JPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0190,9/30/2020,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need September 2020
T-0191,9/4/2020,Hire,C-JP,CL-JPPS2-01,Teacher,Hire to meet staffing need September 2020
T-0177,10/1/2020,Promotion,,CL-HPPS1-01,Teacher,Promotion to Teacher
T-0169,10/1/2020,Termination,,CL-JPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0182,10/1/2020,Termination,,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0192,10/7/2020,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need October 2020
T-0193,10/3/2020,Hire,C-JP,CL-JPPS2-01,Lead Teacher,Hire to meet staffing need October 2020
T-0001,11/1/2020,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0163,11/1/2020,Termination,,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0167,11/1/2020,Termination,,CL-JPIN-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0194,11/15/2020,Hire,C-HP,CL-HPPS2-01,Teacher,Hire to meet staffing need November 2020
T-0195,11/3/2020,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need November 2020
T-0196,11/4/2020,Hire,C-TD,CL-TDTO-01,Teacher,Hire to meet staffing need November 2020
T-0195,12/1/2020,Termination,,CL-JPPS1-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0001,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0005,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0006,1/1/2021,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0007,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0008,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0010,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0017,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0020,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0028,1/1/2021,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0029,1/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0030,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0033,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0034,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0035,1/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0036,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0037,1/1/2021,Promotion,C-HP,CL-HPIN-01,Teacher,Promotion to Teacher
T-0038,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0043,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0048,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0050,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0051,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0053,1/1/2021,Promotion,C-TD,CL-TDTO-01,Lead Teacher,Promotion to Lead Teacher
T-0056,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0057,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0060,1/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0061,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0062,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0063,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0064,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0065,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0066,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0070,1/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0072,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0075,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0076,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0077,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0078,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0079,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0080,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0081,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0082,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0084,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0085,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0086,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0087,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0089,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0091,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0097,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0098,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0099,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0101,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0102,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0103,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0107,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0109,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0111,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0113,1/1/2021,Promotion,C-TD,CL-TDIN-01,Lead Teacher,Promotion to Lead Teacher
T-0114,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0116,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0118,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0120,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0121,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0122,1/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0123,1/1/2021,Promotion,C-TD,CL-TDPS-01,Lead Teacher,Promotion to Lead Teacher
T-0124,1/1/2021,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0125,1/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0128,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0129,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0130,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0132,1/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0133,1/1/2021,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0135,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0137,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0138,1/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0139,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0140,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Teacher,Promotion to Teacher
T-0141,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0147,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0149,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0151,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0155,1/1/2021,Promotion,C-JP,CL-JPIN-01,Teacher,Promotion to Teacher
T-0157,1/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0162,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0163,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0165,1/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0166,1/1/2021,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0171,1/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0177,1/1/2021,Promotion,C-HP,CL-HPPS1-01,Teacher,Promotion to Teacher
T-0001,1/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0006,1/1/2021,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0018,1/1/2021,Termination,C-HP,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0020,1/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0024,1/1/2021,Termination,C-TD,CL-TDPS-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0026,1/1/2021,Termination,C-TD,CL-TDTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0036,1/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0056,1/1/2021,Termination,C-LCV,CL-LCVPS-01,Teacher,Covid/post-Covid turnover wave
T-0059,1/1/2021,Termination,C-LCV,CL-LCVTO-01,Teacher,Covid/post-Covid turnover wave
T-0069,1/1/2021,Termination,C-LCV,CL-LCVPS-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0073,1/1/2021,Termination,C-HP,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0074,1/1/2021,Termination,C-HP,CL-HPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0084,1/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0128,1/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0135,1/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0153,1/1/2021,Termination,C-JP,CL-JPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0003,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0005,2/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0023,2/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0032,2/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0038,2/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0040,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0041,2/1/2021,Promotion,C-LCV,CL-LCVTO-01,Teacher,Promotion to Teacher
T-0044,2/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0045,2/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0052,2/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0058,2/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0060,2/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0072,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0089,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0095,2/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0096,2/1/2021,Promotion,C-TD,CL-TDTO-01,Lead Teacher,Promotion to Lead Teacher
T-0103,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0104,2/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0107,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0110,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0112,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0115,2/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0122,2/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0124,2/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
