PayrollID,TeacherID,CenterID,ClassroomID,Date,HoursWorked,HourlyRate,GrossPay,Notes,TaxesOwed,BenefitsCost,TotalCostToEmployer
PAY-20250220-T-0067,T-0067,C-HP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0068,T-0068,C-HP,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0069,T-0069,C-JP,CL-LCVPS-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0070,T-0070,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0071,T-0071,C-HP,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0072,T-0072,C-HP,CL-LCVPS-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0073,T-0073,C-HP,CL-HPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0074,T-0074,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0075,T-0075,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0076,T-0076,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0077,T-0077,C-HP,CL-LCVTO-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0078,T-0078,C-JP,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0079,T-0079,C-HP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0080,T-0080,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0081,T-0081,C-JP,CL-LCVIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0082,T-0082,C-JP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0083,T-0083,C-JP,CL-LCVIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0084,T-0084,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0085,T-0085,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0086,T-0086,C-LCV,CL-LCVIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0087,T-0087,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0088,T-0088,C-LCV,CL-LCVIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0089,T-0089,C-HP,CL-HPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0090,T-0090,C-JP,CL-JPTO-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0091,T-0091,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0092,T-0092,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0093,T-0093,C-LCV,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0094,T-0094,C-HP,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0095,T-0095,C-LCV,CL-LCVTO-01,2/20/2025,9.5,23.62,224.39,,17.95,22.44,264.78
PAY-20250220-T-0096,T-0096,C-TD,CL-TDTO-01,2/20/2025,10.5,23.62,248.01,,19.84,24.8,292.65
PAY-20250220-T-0097,T-0097,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0098,T-0098,C-LCV,CL-LCVIN-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0099,T-0099,C-LCV,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0100,T-0100,C-LCV,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0101,T-0101,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0102,T-0102,C-HP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0103,T-0103,C-JP,CL-LCVPS-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0104,T-0104,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0105,T-0105,C-HP,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0106,T-0106,C-HP,CL-HPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0107,T-0107,C-HP,CL-HPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0108,T-0108,C-LCV,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0109,T-0109,C-HP,CL-HPPS2-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0110,T-0110,C-JP,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0111,T-0111,C-LCV,CL-LCVPS-01,2/20/2025,9,23.62,212.58,,17.01,21.26,250.85
PAY-20250220-T-0112,T-0112,C-LCV,CL-LCVPS-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0113,T-0113,C-TD,CL-TDIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0114,T-0114,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0115,T-0115,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0116,T-0116,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0117,T-0117,C-JP,CL-JPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0118,T-0118,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0119,T-0119,C-JP,CL-JPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0120,T-0120,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0121,T-0121,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0122,T-0122,C-JP,CL-JPTO-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0123,T-0123,C-TD,CL-TDPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0124,T-0124,C-HP,CL-LCVIN-01,2/20/2025,10,20.81,208.1,,16.65,20.81,245.56
PAY-20250220-T-0125,T-0125,C-HP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0126,T-0126,C-JP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0127,T-0127,C-JP,CL-JPPS2-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0128,T-0128,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0129,T-0129,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0130,T-0130,C-JP,CL-JPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0131,T-0131,C-HP,CL-HPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0132,T-0132,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0133,T-0133,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0134,T-0134,C-TD,CL-TDPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0135,T-0135,C-JP,CL-JPPS1-01,2/20/2025,9.5,23.62,224.39,,17.95,22.44,264.78
PAY-20250220-T-0136,T-0136,C-HP,CL-LCVPS-01,2/20/2025,9.5,27,256.5,,20.52,25.65,302.67
PAY-20250220-T-0137,T-0137,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0138,T-0138,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0139,T-0139,C-HP,CL-LCVPS-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0140,T-0140,C-JP,CL-JPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0141,T-0141,C-JP,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0142,T-0142,C-LCV,CL-LCVTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0143,T-0143,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0144,T-0144,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0145,T-0145,C-JP,CL-JPPS1-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0146,T-0146,C-LCV,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0147,T-0147,C-HP,CL-HPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0148,T-0148,C-HP,CL-HPTO-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0149,T-0149,C-LCV,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0150,T-0150,C-LCV,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0151,T-0151,C-LCV,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0152,T-0152,C-JP,CL-JPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0153,T-0153,C-JP,CL-JPIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0154,T-0154,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0155,T-0155,C-JP,CL-JPIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0156,T-0156,C-HP,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0157,T-0157,C-HP,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0158,T-0158,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0159,T-0159,C-JP,CL-JPPS2-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0160,T-0160,C-JP,CL-JPPS2-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0161,T-0161,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0162,T-0162,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0163,T-0163,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0164,T-0164,C-TD,CL-TDPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0165,T-0165,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0166,T-0166,C-JP,CL-JPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0167,T-0167,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0168,T-0168,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0169,T-0169,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0170,T-0170,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0171,T-0171,C-HP,CL-HPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0172,T-0172,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0173,T-0173,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0174,T-0174,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0175,T-0175,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0176,T-0176,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0177,T-0177,C-HP,CL-HPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0178,T-0178,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0179,T-0179,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0180,T-0180,C-JP,CL-JPTO-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0181,T-0181,C-TD,CL-TDPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0182,T-0182,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0183,T-0183,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0184,T-0184,C-TD,CL-TDPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0185,T-0185,C-JP,CL-JPPS2-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0186,T-0186,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0187,T-0187,C-JP,CL-JPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0188,T-0188,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0189,T-0189,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0190,T-0190,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0191,T-0191,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0192,T-0192,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0193,T-0193,C-JP,CL-JPPS2-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0194,T-0194,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0195,T-0195,C-JP,CL-JPPS1-01,2/20/2025,9,23.62,212.58,,17.01,21.26,250.85
PAY-20250220-T-0196,T-0196,C-TD,CL-TDTO-01,2/20/2025,9,23.62,212.58,,17.01,21.26,250.85
PAY-20250220-T-0197,T-0197,C-LCV,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0198,T-0198,C-HP,CL-LCVPS-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0199,T-0199,C-LCV,CL-LCVPS-01,2/20/2025,9.5,27,256.5,,20.52,25.65,302.67
PAY-20250220-T-0200,T-0200,C-HP,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0201,T-0201,C-HP,CL-HPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0202,T-0202,C-JP,CL-JPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0203,T-0203,C-LCV,CL-LCVPS-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0204,T-0204,C-LCV,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0205,T-0205,C-TD,CL-TDIN-01,2/20/2025,9,23.62,212.58,,17.01,21.26,250.85
PAY-20250220-T-0206,T-0206,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0207,T-0207,C-HP,CL-HPPS2-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0208,T-0208,C-HP,CL-HPIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0209,T-0209,C-HP,CL-HPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0210,T-0210,C-HP,CL-HPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0211,T-0211,C-HP,CL-HPIN-01,2/20/2025,9.5,27,256.5,,20.52,25.65,302.67
PAY-20250220-T-0212,T-0212,C-HP,CL-HPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0213,T-0213,C-HP,CL-HPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0214,T-0214,C-HP,CL-HPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0215,T-0215,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0216,T-0216,C-LCV,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0217,T-0217,C-JP,CL-JPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0218,T-0218,C-HP,CL-HPIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0219,T-0219,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0220,T-0220,C-JP,CL-LCVIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0221,T-0221,C-TD,CL-TDIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0222,T-0222,C-HP,CL-HPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0223,T-0223,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0224,T-0224,C-HP,CL-HPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0225,T-0225,C-JP,CL-JPPS2-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0226,T-0226,C-LCV,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0227,T-0227,C-JP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0228,T-0228,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0229,T-0229,C-JP,CL-LCVTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0230,T-0230,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0231,T-0231,C-LCV,CL-LCVPS-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0232,T-0232,C-TD,CL-TDTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0233,T-0233,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0234,T-0234,C-HP,CL-HPIN-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0235,T-0235,C-HP,CL-HPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0236,T-0236,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0237,T-0237,C-JP,CL-JPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0238,T-0238,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0239,T-0239,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0240,T-0240,C-JP,CL-JPPS2-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0241,T-0241,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0242,T-0242,C-JP,CL-JPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0243,T-0243,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0244,T-0244,C-TD,CL-TDIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0245,T-0245,C-HP,CL-HPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0246,T-0246,C-HP,CL-HPPS1-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0247,T-0247,C-HP,CL-HPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0248,T-0248,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0249,T-0249,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0250,T-0250,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0251,T-0251,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0252,T-0252,C-JP,CL-JPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0253,T-0253,C-JP,CL-JPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0254,T-0254,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0255,T-0255,C-JP,CL-JPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0256,T-0256,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0257,T-0257,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0258,T-0258,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0259,T-0259,C-JP,CL-JPPS2-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0260,T-0260,C-JP,CL-JPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0261,T-0261,C-JP,CL-JPTO-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0262,T-0262,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0263,T-0263,C-JP,CL-JPTO-01,2/20/2025,8.5,20.81,176.88,,14.15,17.69,208.72
PAY-20250220-T-0264,T-0264,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0265,T-0265,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0266,T-0266,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0267,T-0267,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0268,T-0268,C-HP,CL-HPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0269,T-0269,C-HP,CL-HPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0270,T-0270,C-JP,CL-JPIN-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0271,T-0271,C-JP,CL-JPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0272,T-0272,C-JP,CL-JPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0273,T-0273,C-JP,CL-JPTO-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
PAY-20250220-T-0274,T-0274,C-JP,CL-JPTO-01,2/20/2025,9.5,23.62,224.39,,17.95,22.44,264.78
PAY-20250220-T-0275,T-0275,C-JP,CL-JPTO-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0276,T-0276,C-HP,CL-HPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0277,T-0277,C-HP,CL-HPIN-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0278,T-0278,C-HP,CL-HPPS1-01,2/20/2025,8.5,23.62,200.77,,16.06,20.08,236.91
PAY-20250220-T-0279,T-0279,C-HP,CL-HPPS1-01,2/20/2025,0,0,0,Absent,0,0,0
PAY-20250220-T-0280,T-0280,C-HP,CL-HPPS1-01,2/20/2025,8.5,27,229.5,,18.36,22.95,270.81
