EnrollmentID,ChildID,ClassroomID,CenterID,ScheduleType,RateName,InitialEnrollment,BeginningDate,FinishingDate,Notes
ENR0752,ChildA-1752,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,8/18/2007,1/10/2011,1/9/2011,Aged into new classroom; Schedule change
ENR0752,ChildA-1752,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,1/8/2010,1/10/2011,1/10/2012,Continued enrollment
ENR0753,ChildA-1752,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,8/18/2007,1/11/2012,1/10/2012,Aged into new classroom; Schedule change
ENR0753,ChildA-1752,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,1/8/2010,1/11/2012,1/8/2014,Continued enrollment
ENR0754,ChildA-1753,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,7/12/2016,7/12/2016,7/12/2018,Initial enrollment
ENR0755,ChildA-1754,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,1/16/1998,1/16/1998,9/16/1998,Initial enrollment
ENR0756,ChildA-1754,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,1/16/1998,9/17/1998,9/17/2000,Aged into new classroom; Schedule change
ENR0757,ChildA-1760,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,12/3/2014,12/3/2014,8/3/2016,Initial enrollment
ENR0758,ChildA-1769,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,12/10/2009,12/10/2009,7/7/2010,Initial enrollment
ENR0759,ChildA-1772,CL-TDTO-01,C-TD,Full-Time,24-25,7/13/2024,7/13/2024,9/7/2024,Initial enrollment
ENR0760,ChildA-1776,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,6/26/2007,6/26/2007,3/26/2008,Initial enrollment
ENR0761,ChildA-1776,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,6/26/2007,3/27/2008,9/27/2009,Aged into new classroom; Schedule change
ENR0762,ChildA-1776,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,6/26/2007,9/28/2009,9/3/2011,Aged into new classroom; Schedule change
ENR0763,ChildA-1781,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,6/21/2011,6/21/2011,6/20/2011,Initial enrollment
ENR0763,ChildA-1781,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,10/27/2015,6/21/2011,10/26/2015,Continued enrollment
ENR0764,ChildA-1781,CL-JPTO-01,C-JP,Full-Time,1997-2024,6/21/2011,10/27/2015,10/26/2015,Aged into new classroom; Schedule change
ENR0764,ChildA-1781,CL-JPTO-01,C-JP,Full-Time,1997-2024,10/27/2015,10/27/2015,5/27/2016,Continued enrollment
ENR0765,ChildA-1781,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,6/21/2011,5/28/2016,5/27/2016,Aged into new classroom; Schedule change
ENR0765,ChildA-1781,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,10/27/2015,5/28/2016,5/28/2017,Continued enrollment
ENR0766,ChildA-1781,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,6/21/2011,5/29/2017,5/28/2017,Aged into new classroom; Schedule change
ENR0766,ChildA-1781,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,10/27/2015,5/29/2017,5/17/2019,Continued enrollment
ENR0767,ChildA-1786,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,3/5/2017,3/5/2017,12/5/2017,Initial enrollment
ENR0768,ChildA-1786,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,3/5/2017,12/6/2017,12/6/2019,Aged into new classroom; Schedule change
ENR0769,ChildA-1789,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,6/29/2005,6/29/2005,11/29/2005,Initial enrollment
ENR0770,ChildA-1789,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,6/29/2005,11/30/2005,11/8/2007,Aged into new classroom; Schedule change
ENR0771,ChildA-1794,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,6/19/1998,6/19/1998,4/7/1999,Initial enrollment
ENR0772,ChildA-1797,CL-HPPS2-01,C-HP,Full-Time,1997-2024,12/4/2005,12/4/2005,5/1/2007,Initial enrollment
ENR0773,ChildA-1799,CL-HPTO-01,C-HP,Full-Time,1997-2024,11/30/2011,11/30/2011,9/30/2012,Initial enrollment
ENR0774,ChildA-1799,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,11/30/2011,10/1/2012,10/1/2013,Aged into new classroom; Schedule change
ENR0775,ChildA-1799,CL-HPPS2-01,C-HP,Part-Time-3Day,1997-2024,11/30/2011,10/2/2013,9/18/2015,Aged into new classroom
ENR0776,ChildA-1802,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,6/10/1999,6/10/1999,12/10/2000,Initial enrollment
ENR0777,ChildA-1802,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,6/10/1999,12/11/2000,7/1/2002,Aged into new classroom; Schedule change
ENR0778,ChildA-1805,CL-HPPS2-01,C-HP,Part-Time-3Day,1997-2024,11/14/2007,11/14/2007,3/14/2009,Initial enrollment
ENR0779,ChildA-1807,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,7/26/1998,7/26/1998,5/31/1999,Initial enrollment
ENR0780,ChildA-1812,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,12/26/1999,12/26/1999,7/26/2000,Initial enrollment
ENR0781,ChildA-1812,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,12/26/1999,7/27/2000,7/1/2002,Aged into new classroom; Schedule change
ENR0782,ChildA-1820,CL-JPIN-01,C-JP,Full-Time,1997-2024,10/16/2016,10/16/2016,2/16/2017,Initial enrollment
ENR0783,ChildA-1820,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,10/16/2016,2/17/2017,1/17/2018,Aged into new classroom; Schedule change
ENR0784,ChildA-1820,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,10/16/2016,1/18/2018,1/18/2019,Aged into new classroom
ENR0785,ChildA-1820,CL-JPPS2-01,C-JP,Full-Time,1997-2024,10/16/2016,1/19/2019,1/19/2021,Aged into new classroom; Schedule change
ENR0786,ChildA-1821,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,10/31/2020,10/31/2020,4/6/2021,Initial enrollment
ENR0787,ChildA-1822,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,7/3/2011,7/3/2011,4/3/2012,Initial enrollment
ENR0788,ChildA-1822,CL-HPPS1-01,C-HP,Full-Time,1997-2024,7/3/2011,4/4/2012,4/4/2013,Aged into new classroom; Schedule change
ENR0789,ChildA-1822,CL-HPPS2-01,C-HP,Part-Time-3Day,1997-2024,7/3/2011,4/5/2013,4/5/2015,Aged into new classroom; Schedule change
ENR0790,ChildA-1823,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,8/14/2020,8/14/2020,3/14/2021,Initial enrollment
ENR0791,ChildA-1830,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,1/4/2010,9/7/2017,9/6/2017,Aged into new classroom; Schedule change
ENR0791,ChildA-1830,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,9/7/2017,9/7/2017,7/7/2018,Continued enrollment
ENR0792,ChildA-1830,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,1/4/2010,7/8/2018,7/7/2018,Aged into new classroom; Schedule change
ENR0792,ChildA-1830,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,9/7/2017,7/8/2018,7/8/2019,Continued enrollment
ENR0793,ChildA-1830,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,1/4/2010,7/9/2019,7/8/2019,Aged into new classroom; Schedule change
ENR0793,ChildA-1830,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,9/7/2017,7/9/2019,7/9/2021,Continued enrollment
ENR0794,ChildA-1830,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,1/4/2010,1/4/2010,1/3/2010,Initial enrollment
ENR0794,ChildA-1830,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,9/7/2017,1/4/2010,5/4/2010,Continued enrollment
ENR0795,ChildA-1830,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/4/2010,5/5/2010,5/4/2010,Aged into new classroom; Schedule change
ENR0795,ChildA-1830,CL-JPPS2-01,C-JP,Full-Time,1997-2024,9/7/2017,5/5/2010,9/6/2017,Continued enrollment
ENR0796,ChildA-1832,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,5/3/2014,5/3/2014,7/3/2014,Initial enrollment
ENR0797,ChildA-1833,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,2/17/2018,2/17/2018,11/17/2019,Initial enrollment
ENR0798,ChildA-1838,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,7/18/2002,7/18/2002,12/18/2002,Initial enrollment
ENR0799,ChildA-1838,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,7/18/2002,12/19/2002,12/2/2004,Aged into new classroom; Schedule change
ENR0800,ChildA-1839,CL-LCVIN-01,C-LCV,Part-Time-2Day,1997-2022,9/4/2013,9/4/2013,11/4/2013,Initial enrollment
ENR0801,ChildA-1839,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,9/4/2013,11/5/2013,5/5/2015,Aged into new classroom; Schedule change
ENR0802,ChildA-1839,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,9/4/2013,5/6/2015,5/6/2017,Aged into new classroom
ENR0803,ChildA-1840,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,1/30/2015,1/30/2015,1/12/2017,Initial enrollment
ENR0804,ChildA-1843,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,3/10/2020,3/10/2020,2/3/2021,Initial enrollment
ENR0805,ChildA-1847,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,6/27/2011,6/27/2011,2/27/2012,Initial enrollment
ENR0806,ChildA-1847,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,6/27/2011,2/28/2012,8/28/2013,Aged into new classroom
ENR0807,ChildA-1847,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,6/27/2011,8/29/2013,8/26/2015,Aged into new classroom; Schedule change
ENR0808,ChildA-1849,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,12/2/1999,12/2/1999,8/2/2000,Initial enrollment
ENR0809,ChildA-1849,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,12/2/1999,8/3/2000,7/1/2002,Aged into new classroom; Schedule change
ENR0810,ChildA-1851,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,6/21/2012,6/21/2012,9/15/2013,Initial enrollment
ENR0811,ChildA-1853,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,11/13/2016,11/13/2016,3/13/2018,Initial enrollment
ENR0812,ChildA-1853,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,11/13/2016,3/14/2018,3/14/2020,Aged into new classroom
ENR0813,ChildA-1854,CL-JPPS2-01,C-JP,Full-Time,1997-2024,10/18/2022,10/18/2022,5/18/2023,Initial enrollment
ENR0814,ChildA-1866,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,9/20/2000,9/20/2000,12/20/2000,Initial enrollment
ENR0815,ChildA-1866,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/20/2000,12/21/2000,7/1/2002,Aged into new classroom
ENR0816,ChildA-1870,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,2/7/2012,2/7/2012,3/7/2012,Initial enrollment
ENR0817,ChildA-1877,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,4/15/2014,4/15/2014,3/15/2015,Initial enrollment
ENR0818,ChildA-1877,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,4/15/2014,3/16/2015,9/16/2016,Aged into new classroom; Schedule change
ENR0819,ChildA-1877,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,4/15/2014,9/17/2016,9/10/2018,Aged into new classroom; Schedule change
ENR0820,ChildA-1883,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,12/26/2010,12/26/2010,5/26/2011,Initial enrollment
ENR0821,ChildA-1883,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,12/26/2010,5/27/2011,11/27/2012,Aged into new classroom; Schedule change
ENR0822,ChildA-1883,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,12/26/2010,11/28/2012,11/12/2014,Aged into new classroom; Schedule change
ENR0823,ChildA-1885,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,7/11/2016,7/11/2016,7/10/2016,Initial enrollment
ENR0823,ChildA-1885,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,3/22/2018,7/11/2016,3/21/2018,Continued enrollment
ENR0824,ChildA-1885,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,7/11/2016,3/22/2018,3/21/2018,Aged into new classroom; Schedule change
ENR0824,ChildA-1885,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,3/22/2018,3/22/2018,1/22/2019,Continued enrollment
ENR0825,ChildA-1885,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,7/11/2016,1/23/2019,1/22/2019,Aged into new classroom
ENR0825,ChildA-1885,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,3/22/2018,1/23/2019,1/18/2021,Continued enrollment
ENR0826,ChildA-1899,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/12/2015,7/12/2015,11/12/2015,Initial enrollment
ENR0827,ChildA-1899,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,7/12/2015,11/13/2015,11/13/2017,Aged into new classroom
ENR0828,ChildA-1905,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,2/26/2020,2/26/2020,11/26/2020,Initial enrollment
ENR0829,ChildA-1905,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,2/26/2020,11/27/2020,5/27/2022,Aged into new classroom; Schedule change
ENR0830,ChildA-1905,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,2/26/2020,5/28/2022,5/31/2022,Aged into new classroom; Schedule change
ENR0831,ChildA-1911,CL-LCVIN-01,C-LCV,Part-Time-2Day,1997-2022,2/14/2007,2/14/2007,11/14/2007,Initial enrollment
ENR0832,ChildA-1911,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,2/14/2007,11/15/2007,5/15/2009,Aged into new classroom; Schedule change
ENR0833,ChildA-1911,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,2/14/2007,5/16/2009,5/1/2011,Aged into new classroom; Schedule change
ENR0834,ChildA-1912,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,10/8/1999,10/8/1999,6/8/2000,Initial enrollment
ENR0835,ChildA-1915,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,10/10/2012,10/10/2012,10/10/2013,Initial enrollment
ENR0836,ChildA-1915,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,10/10/2012,10/11/2013,10/11/2015,Aged into new classroom
ENR0837,ChildA-1917,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,7/5/2015,7/5/2015,4/5/2016,Initial enrollment
ENR0838,ChildA-1917,CL-JPPS1-01,C-JP,Full-Time,1997-2024,7/5/2015,4/6/2016,4/6/2017,Aged into new classroom; Schedule change
ENR0839,ChildA-1917,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,7/5/2015,4/7/2017,6/27/2017,Aged into new classroom; Schedule change
ENR0840,ChildA-1927,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,9/2/2017,9/2/2017,10/2/2018,Initial enrollment
ENR0841,ChildA-1927,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,9/2/2017,10/3/2018,4/3/2020,Aged into new classroom; Schedule change
ENR0842,ChildA-1927,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,9/2/2017,4/4/2020,4/4/2022,Aged into new classroom; Schedule change
ENR0843,ChildA-1928,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,12/13/2014,12/13/2014,5/13/2015,Initial enrollment
ENR0844,ChildA-1932,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,11/27/2003,8/3/2016,8/2/2016,Aged into new classroom; Schedule change
ENR0844,ChildA-1932,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,8/3/2016,8/3/2016,1/3/2018,Continued enrollment
ENR0845,ChildA-1932,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,11/27/2003,1/4/2018,1/3/2018,Aged into new classroom; Schedule change
ENR0845,ChildA-1932,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,8/3/2016,1/4/2018,1/4/2020,Continued enrollment
ENR0846,ChildA-1932,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,11/27/2003,11/27/2003,11/26/2003,Initial enrollment
ENR0846,ChildA-1932,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,8/3/2016,11/27/2003,8/2/2016,Continued enrollment
ENR0847,ChildA-1933,CL-JPPS2-01,C-JP,Full-Time,1997-2024,8/28/2009,3/3/2019,3/2/2019,Continued enrollment
ENR0847,ChildA-1933,CL-JPPS2-01,C-JP,Full-Time,1997-2024,3/3/2019,3/3/2019,5/1/2020,Continued enrollment
ENR0848,ChildA-1933,CL-JPPS2-01,C-JP,Full-Time,1997-2024,8/28/2009,8/28/2009,8/27/2009,Initial enrollment
ENR0848,ChildA-1933,CL-JPPS2-01,C-JP,Full-Time,1997-2024,3/3/2019,8/28/2009,3/2/2019,Continued enrollment
ENR0849,ChildA-1934,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,5/24/2018,5/24/2018,6/24/2019,Initial enrollment
ENR0850,ChildA-1934,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,5/24/2018,6/25/2019,6/4/2021,Aged into new classroom; Schedule change
ENR0851,ChildA-1936,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,7/19/2005,7/19/2005,3/16/2007,Initial enrollment
ENR0852,ChildA-1938,CL-JPPS2-01,C-JP,Full-Time,1997-2024,2/20/2011,2/20/2011,8/20/2012,Initial enrollment
ENR0853,ChildA-1939,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/21/2018,1/21/2018,4/21/2018,Initial enrollment
ENR0854,ChildA-1943,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,5/30/2014,5/30/2014,12/15/2014,Initial enrollment
ENR0855,ChildA-1957,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,4/10/2019,4/10/2019,4/6/2020,Initial enrollment
ENR0856,ChildA-1962,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,11/18/2018,11/18/2018,2/18/2019,Initial enrollment
ENR0857,ChildA-1968,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,12/27/2014,10/19/2019,10/18/2019,Schedule change
ENR0857,ChildA-1968,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,10/19/2019,10/19/2019,11/11/2020,Continued enrollment
ENR0858,ChildA-1968,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,12/27/2014,12/27/2014,12/26/2014,Initial enrollment
ENR0858,ChildA-1968,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,10/19/2019,12/27/2014,10/18/2019,Continued enrollment
ENR0859,ChildA-1970,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,6/1/2007,6/1/2007,2/1/2008,Initial enrollment
ENR0860,ChildA-1976,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,2/12/2012,2/12/2012,6/5/2013,Initial enrollment
ENR0861,ChildA-1981,CL-LCVIN-01,C-LCV,Part-Time-2Day,1997-2022,7/13/2019,7/13/2019,11/13/2019,Initial enrollment
ENR0862,ChildA-1981,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/13/2019,11/14/2019,5/14/2021,Aged into new classroom; Schedule change
ENR0863,ChildA-1981,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,7/13/2019,5/15/2021,5/31/2022,Aged into new classroom; Schedule change
ENR0864,ChildA-1983,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,9/30/2009,9/30/2009,10/30/2010,Initial enrollment
ENR0865,ChildA-1983,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,9/30/2009,10/31/2010,4/30/2012,Aged into new classroom; Schedule change
ENR0866,ChildA-1983,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,9/30/2009,5/1/2012,4/29/2014,Aged into new classroom; Schedule change
ENR0867,ChildA-1992,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,9/20/2017,9/20/2017,12/20/2018,Initial enrollment
ENR0868,ChildA-1992,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,9/20/2017,12/21/2018,6/21/2020,Aged into new classroom
ENR0869,ChildA-1992,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,9/20/2017,6/22/2020,5/31/2022,Aged into new classroom
ENR0870,ChildA-1997,CL-JPIN-01,C-JP,Full-Time,1997-2024,10/30/2018,10/30/2018,12/30/2018,Initial enrollment
ENR0871,ChildA-1997,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,10/30/2018,12/31/2018,11/30/2019,Aged into new classroom; Schedule change
ENR0872,ChildA-1997,CL-JPPS1-01,C-JP,Part-Time-2Day,1997-2024,10/30/2018,12/1/2019,12/1/2020,Aged into new classroom; Schedule change
ENR0873,ChildA-1997,CL-JPPS2-01,C-JP,Full-Time,1997-2024,10/30/2018,12/2/2020,5/31/2022,Aged into new classroom; Schedule change
ENR0874,ChildA-1998,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,2/24/2015,2/24/2015,4/24/2016,Initial enrollment
ENR0875,ChildA-1998,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,2/24/2015,4/25/2016,10/25/2017,Aged into new classroom; Schedule change
ENR0876,ChildA-1998,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,2/24/2015,10/26/2017,10/17/2019,Aged into new classroom
ENR0877,ChildA-2015,CL-JPPS1-01,C-JP,Full-Time,1997-2024,4/23/2020,1/1/2023,12/31/2022,Aged into new classroom
ENR0877,ChildA-2015,CL-JPPS1-01,C-JP,Full-Time,1997-2024,1/1/2023,1/1/2023,8/1/2023,Continued enrollment
ENR0878,ChildA-2015,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,4/23/2020,8/2/2023,8/1/2023,Aged into new classroom; Schedule change
ENR0878,ChildA-2015,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,4/23/2020,7/1/2024,6/30/2024,Rate policy change
ENR0878,ChildA-2015,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,1/1/2023,8/2/2023,6/30/2024,Continued enrollment
ENR0878,ChildA-2015,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,1/1/2023,7/1/2024,8/18/2024,Continued enrollment
ENR0879,ChildA-2015,CL-JPPS2-01,C-JP,Full-Time,1997-2024,4/23/2020,4/23/2020,4/22/2020,Initial enrollment
ENR0879,ChildA-2015,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/1/2023,4/23/2020,12/31/2022,Continued enrollment
ENR0880,ChildA-2018,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,11/22/2011,11/22/2011,4/22/2012,Initial enrollment
ENR0881,ChildA-2018,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,11/22/2011,4/23/2012,10/23/2013,Aged into new classroom
ENR0882,ChildA-2018,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,11/22/2011,10/24/2013,10/1/2015,Aged into new classroom
ENR0883,ChildA-2021,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,5/27/2006,5/27/2006,2/29/2008,Initial enrollment
ENR0884,ChildA-2022,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,10/21/2003,10/21/2003,2/21/2004,Initial enrollment
ENR0885,ChildA-2022,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,10/21/2003,2/22/2004,2/12/2006,Aged into new classroom; Schedule change
ENR0886,ChildA-2023,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,9/2/2020,9/2/2020,11/2/2020,Initial enrollment
ENR0887,ChildA-2023,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,9/2/2020,11/3/2020,5/3/2022,Aged into new classroom; Schedule change
ENR0888,ChildA-2023,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/2/2020,5/4/2022,5/31/2022,Aged into new classroom; Schedule change
ENR0889,ChildA-2025,CL-JPPS2-01,C-JP,Full-Time,1997-2024,6/19/2021,6/19/2021,5/31/2022,Initial enrollment
ENR0890,ChildA-2037,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/7/2012,9/7/2012,3/7/2013,Initial enrollment
ENR0891,ChildA-2038,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,3/18/2014,3/18/2014,4/14/2015,Initial enrollment
ENR0892,ChildA-2045,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,2/4/2018,2/4/2018,12/4/2019,Initial enrollment
ENR0893,ChildA-2049,CL-JPPS2-01,C-JP,Full-Time,1997-2024,4/23/2015,4/23/2015,4/23/2017,Initial enrollment
ENR0894,ChildA-2052,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,1/27/2020,1/27/2020,2/28/2020,Initial enrollment
ENR0895,ChildA-2053,CL-JPPS2-01,C-JP,Full-Time,1997-2024,11/19/2022,11/19/2022,3/7/2024,Initial enrollment
ENR0896,ChildA-2057,CL-JPPS2-01,C-JP,Full-Time,1997-2024,12/23/2016,12/23/2016,4/7/2017,Initial enrollment
ENR0897,ChildA-2060,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,4/4/2017,4/4/2017,7/4/2018,Initial enrollment
ENR0898,ChildA-2075,CL-JPPS2-01,C-JP,Full-Time,1997-2024,2/25/2013,2/25/2013,2/24/2013,Initial enrollment
ENR0898,ChildA-2075,CL-JPPS2-01,C-JP,Full-Time,1997-2024,9/10/2019,2/25/2013,7/15/2014,Continued enrollment
ENR0899,ChildA-2076,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,11/27/2015,11/27/2015,11/15/2017,Initial enrollment
ENR0900,ChildA-2088,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,5/13/2004,5/13/2004,8/13/2004,Initial enrollment
ENR0901,ChildA-2088,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,5/13/2004,8/14/2004,8/14/2005,Aged into new classroom; Schedule change
ENR0902,ChildA-2088,CL-HPPS2-01,C-HP,Full-Time,1997-2024,5/13/2004,8/15/2005,8/9/2007,Aged into new classroom; Schedule change
ENR0903,ChildA-2090,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,7/22/2002,7/22/2002,9/22/2003,Initial enrollment
ENR0904,ChildA-2090,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,7/22/2002,9/23/2003,3/23/2005,Aged into new classroom; Schedule change
ENR0905,ChildA-2090,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,7/22/2002,3/24/2005,3/24/2007,Aged into new classroom; Schedule change
ENR0906,ChildA-2091,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,8/5/2019,8/5/2019,12/5/2019,Initial enrollment
