PaymentID,ChildID,GivingEntityID,PaymentDate,LinkedInvoiceID,AmountPaid,PaymentMethod,Notes
PMID0000000012195,ChildA-1542,IND0655,5/30/2022,INV2022040029,896,TuitionExpress,Family payment
PMID0000000012196,ChildA-1599,IND0648,5/8/2022,INV2022040030,1106,TuitionExpress,Family payment
PMID0000000012197,ChildA-1603,FAM0887,5/6/2022,INV2022040031,1106,TuitionExpress,Family payment
PMID0000000012198,ChildA-1637,IND0209,5/9/2022,INV2022040032,1106,Check,Family payment
PMID0000000012199,ChildA-1669,FAM0254,5/1/2022,INV2022040033,1106,TuitionExpress,Family payment
PMID0000000012200,ChildA-1717,IND0817,5/21/2022,INV2022040034,540,TuitionExpress,Family payment
PMID0000000012201,ChildA-1744,FAM0299,5/10/2022,INV2022040035,1106,TuitionExpress,Family payment
PMID0000000012202,ChildA-1751,FAM0951,5/6/2022,INV2022040036,896,TuitionExpress,Family payment
PMID0000000012203,ChildA-1751,FAM0951,5/5/2022,INV2022040037,896,TuitionExpress,Family payment
PMID0000000012204,ChildA-1905,FAM0604,5/3/2022,INV2022040038,1105,TuitionExpress,Family payment
PMID0000000012205,ChildA-1927,FAM0690,5/5/2022,INV2022040039,540,Check,Family payment
PMID0000000012206,ChildA-1981,SUB002,5/17/2022,INV2022040040,459,Wire Transfer,Subsidy payment
PMID0000000012207,ChildA-1981,ChildA-1981-FAM,4/30/2022,INV2022040040,81,TuitionExpress,Family payment
PMID0000000012208,ChildA-1992,IND0233,5/7/2022,INV2022040041,1106,TuitionExpress,Family payment
PMID0000000012209,ChildA-1997,IND0634,5/5/2022,INV2022040042,1106,TuitionExpress,Family payment
PMID0000000012210,ChildA-2023,SUB002,5/21/2022,INV2022040043,1124.55,Agency ACH,Subsidy payment
PMID0000000012211,ChildA-2023,ChildA-2023-FAM,5/6/2022,INV2022040043,198.45,TuitionExpress,Family payment
PMID0000000012212,ChildA-2025,FAM0297,5/3/2022,INV2022040044,1106,TuitionExpress,Family payment
PMID0000000012213,ChildA-2091,IND0250,5/2/2022,INV2022040045,540,TuitionExpress,Family payment
PMID0000000012214,ChildA-2174,FAM0188,5/6/2022,INV2022040046,452.79,TuitionExpress,Family payment
PMID0000000012215,ChildA-2190,IND0191,4/30/2022,INV2022040047,896,TuitionExpress,Family payment
PMID0000000012216,ChildA-2221,IND0633,5/1/2022,INV2022040048,540,TuitionExpress,Family payment
PMID0000000012217,ChildA-2230,IND0143,5/1/2022,INV2022040049,896,TuitionExpress,Family payment
PMID0000000012218,ChildA-2255,FAM0349,5/4/2022,INV2022040050,896,TuitionExpress,Family payment
PMID0000000012219,ChildA-2365,IND0462,5/9/2022,INV2022040051,1105,TuitionExpress,Family payment
PMID0000000012220,ChildA-2368,IND0601,5/4/2022,INV2022040052,1105,TuitionExpress,Family payment
PMID0000000012221,ChildA-2423,IND0156,5/8/2022,INV2022040053,1106,TuitionExpress,Family payment
PMID0000000012222,ChildA-2451,IND0138,5/8/2022,INV2022040054,1323,Check,Family payment
PMID0000000012223,ChildA-1002,IND0010,5/5/2022,INV2022040055,1323,TuitionExpress,Family payment
PMID0000000012224,ChildA-1296,IND0650,5/5/2022,INV2022040056,1323,TuitionExpress,Family payment
PMID0000000012225,ChildA-1554,FAM0806,5/2/2022,INV2022040057,1396,TuitionExpress,Family payment
PMID0000000012226,ChildA-1884,IND0356,5/3/2022,INV2022040058,1500,TuitionExpress,Family payment
PMID0000000012227,ChildA-1884,IND0356,5/4/2022,INV2022040059,1323,TuitionExpress,Family payment
PMID0000000012228,ChildA-1158,IND0642,6/1/2022,INV2022050001,1323,TuitionExpress,Family payment
PMID0000000012229,ChildA-1026,FAM0190,6/3/2022,INV2022050002,1106,TuitionExpress,Family payment
PMID0000000012230,ChildA-1027,FAM0760,6/1/2022,INV2022050003,1105,TuitionExpress,Family payment
PMID0000000012231,ChildA-1031,IND0430,6/3/2022,INV2022050004,1106,TuitionExpress,Family payment
PMID0000000012232,ChildA-1032,FAM0676,6/1/2022,INV2022050005,1106,TuitionExpress,Family payment
PMID0000000012233,ChildA-1041,SUB002,6/20/2022,INV2022050006,761.6,Wire Transfer,Subsidy payment
PMID0000000012234,ChildA-1041,ChildA-1041-FAM,6/3/2022,INV2022050006,134.4,TuitionExpress,Family payment
PMID0000000012235,ChildA-1044,FAM0971,6/5/2022,INV2022050007,896,TuitionExpress,Family payment
PMID0000000012236,ChildA-1044,FAM0971,6/4/2022,INV2022050008,896,TuitionExpress,Family payment
PMID0000000012237,ChildA-1044,FAM0971,6/6/2022,INV2022050009,896,Check,Family payment
PMID0000000012238,ChildA-1044,FAM0971,6/6/2022,INV2022050010,896,TuitionExpress,Family payment
PMID0000000012239,ChildA-1044,FAM0971,6/9/2022,INV2022050011,896,ACH,Family payment
PMID0000000012240,ChildA-1044,FAM0971,6/9/2022,INV2022050012,896,TuitionExpress,Family payment
PMID0000000012241,ChildA-1128,IND0851,6/8/2022,INV2022050013,1105,TuitionExpress,Family payment
PMID0000000012242,ChildA-1148,FAM0680,6/10/2022,INV2022050014,1105,Check,Family payment
PMID0000000012243,ChildA-1163,SUB002,7/9/2022,INV2022050015,940.1,Wire Transfer,Subsidy payment
PMID0000000012244,ChildA-1163,ChildA-1163-FAM,6/3/2022,INV2022050015,165.9,TuitionExpress,Family payment
PMID0000000012245,ChildA-1194,FAM0435,6/5/2022,INV2022050016,1106,TuitionExpress,Family payment
PMID0000000012246,ChildA-1197,FAM0494,6/5/2022,INV2022050017,540,TuitionExpress,Family payment
PMID0000000012247,ChildA-1200,FAM0509,6/9/2022,INV2022050018,540,TuitionExpress,Family payment
PMID0000000012248,ChildA-1206,FAM0357,6/9/2022,INV2022050019,1323,TuitionExpress,Family payment
PMID0000000012249,ChildA-1206,FAM0357,6/9/2022,INV2022050020,1106,TuitionExpress,Family payment
PMID0000000012250,ChildA-1215,FAM0937,6/2/2022,INV2022050021,540,TuitionExpress,Family payment
PMID0000000012251,ChildA-1215,FAM0937,6/6/2022,INV2022050022,540,TuitionExpress,Family payment
PMID0000000012252,ChildA-1248,FAM1024,6/10/2022,INV2022050023,896,TuitionExpress,Family payment
PMID0000000012253,ChildA-1248,FAM1024,6/1/2022,INV2022050024,896,TuitionExpress,Family payment
PMID0000000012254,ChildA-1312,IND0366,6/9/2022,INV2022050025,1106,TuitionExpress,Family payment
PMID0000000012255,ChildA-1328,SUB001,6/15/2022,INV2022050026,1323,Wire Transfer,Subsidy payment
PMID0000000012256,ChildA-1334,FAM0067,6/8/2022,INV2022050027,896,TuitionExpress,Family payment
PMID0000000012257,ChildA-1404,FAM0995,6/4/2022,INV2022050028,540,TuitionExpress,Family payment
PMID0000000012258,ChildA-1404,FAM0995,6/10/2022,INV2022050029,540,TuitionExpress,Family payment
PMID0000000012259,ChildA-1438,FAM0775,6/7/2022,INV2022050030,1105,TuitionExpress,Family payment
PMID0000000012260,ChildA-1438,FAM0775,6/2/2022,INV2022050031,1106,TuitionExpress,Family payment
PMID0000000012261,ChildA-1439,FAM0833,6/3/2022,INV2022050032,896,TuitionExpress,Family payment
PMID0000000012262,ChildA-1460,FAM0958,5/31/2022,INV2022050033,1106,TuitionExpress,Family payment
PMID0000000012263,ChildA-1460,FAM0958,6/1/2022,INV2022050034,1106,TuitionExpress,Family payment
PMID0000000012264,ChildA-1480,FAM0743,6/10/2022,INV2022050035,1323,TuitionExpress,Family payment
PMID0000000012265,ChildA-1495,FAM0918,6/1/2022,INV2022050036,1106,TuitionExpress,Family payment
PMID0000000012266,ChildA-1495,SUB001,7/1/2022,INV2022050037,995.4,Wire Transfer,Subsidy payment
PMID0000000012267,ChildA-1495,ChildA-1495-FAM,6/9/2022,INV2022050037,110.6,TuitionExpress,Family payment
PMID0000000012268,ChildA-1599,IND0648,6/10/2022,INV2022050038,1106,TuitionExpress,Family payment
PMID0000000012269,ChildA-1603,FAM0887,6/8/2022,INV2022050039,1106,TuitionExpress,Family payment
PMID0000000012270,ChildA-1637,IND0209,6/7/2022,INV2022050040,1106,TuitionExpress,Family payment
PMID0000000012271,ChildA-1669,FAM0254,6/1/2022,INV2022050041,1106,TuitionExpress,Family payment
PMID0000000012272,ChildA-1717,IND0817,6/4/2022,INV2022050042,540,TuitionExpress,Family payment
PMID0000000012273,ChildA-1744,FAM0299,6/7/2022,INV2022050043,1106,TuitionExpress,Family payment
PMID0000000012274,ChildA-1751,FAM0951,6/10/2022,INV2022050044,896,TuitionExpress,Family payment
PMID0000000012275,ChildA-1751,FAM0951,6/1/2022,INV2022050045,896,TuitionExpress,Family payment
PMID0000000012276,ChildA-1905,FAM0604,6/9/2022,INV2022050046,1105,TuitionExpress,Family payment
PMID0000000012277,ChildA-1905,FAM0604,5/31/2022,INV2022050047,896,TuitionExpress,Family payment
PMID0000000012278,ChildA-1981,SUB002,7/11/2022,INV2022050048,459,Wire Transfer,Subsidy payment
PMID0000000012279,ChildA-1981,ChildA-1981-FAM,6/8/2022,INV2022050048,81,TuitionExpress,Family payment
PMID0000000012280,ChildA-1992,IND0233,6/7/2022,INV2022050049,1106,TuitionExpress,Family payment
PMID0000000012281,ChildA-1997,IND0634,6/8/2022,INV2022050050,1106,TuitionExpress,Family payment
PMID0000000012282,ChildA-2023,SUB002,6/16/2022,INV2022050051,1124.55,Wire Transfer,Subsidy payment
PMID0000000012283,ChildA-2023,ChildA-2023-FAM,6/9/2022,INV2022050051,198.45,TuitionExpress,Family payment
PMID0000000012284,ChildA-2023,SUB002,6/21/2022,INV2022050052,761.6,Wire Transfer,Subsidy payment
PMID0000000012285,ChildA-2023,ChildA-2023-FAM,6/9/2022,INV2022050052,134.4,TuitionExpress,Family payment
PMID0000000012286,ChildA-2025,FAM0297,5/31/2022,INV2022050053,1106,TuitionExpress,Family payment
PMID0000000012287,ChildA-2091,IND0250,6/4/2022,INV2022050054,540,TuitionExpress,Family payment
PMID0000000012288,ChildA-2174,FAM0188,6/10/2022,INV2022050055,540,TuitionExpress,Family payment
PMID0000000012289,ChildA-2190,IND0191,6/5/2022,INV2022050056,896,TuitionExpress,Family payment
PMID0000000012290,ChildA-2255,FAM0349,6/5/2022,INV2022050057,896,ACH,Family payment
PMID0000000012291,ChildA-2365,IND0462,6/4/2022,INV2022050058,1105,TuitionExpress,Family payment
PMID0000000012292,ChildA-2365,IND0462,6/10/2022,INV2022050059,896,ACH,Family payment
PMID0000000012293,ChildA-2368,IND0601,6/5/2022,INV2022050060,1105,TuitionExpress,Family payment
PMID0000000012294,ChildA-2423,IND0156,6/2/2022,INV2022050061,1106,TuitionExpress,Family payment
PMID0000000012295,ChildA-2451,IND0138,5/31/2022,INV2022050062,1323,TuitionExpress,Family payment
PMID0000000012296,ChildA-2451,IND0138,6/7/2022,INV2022050063,540,TuitionExpress,Family payment
PMID0000000012297,ChildA-1002,IND0010,6/7/2022,INV2022050064,1323,TuitionExpress,Family payment
PMID0000000012298,ChildA-1296,IND0650,6/10/2022,INV2022050065,1323,TuitionExpress,Family payment
PMID0000000012299,ChildA-1554,FAM0806,5/31/2022,INV2022050066,1396,TuitionExpress,Family payment
PMID0000000012300,ChildA-1884,IND0356,6/23/2022,INV2022050067,1323,TuitionExpress,Family payment
PMID0000000012301,ChildA-1158,IND0642,7/8/2022,INV2022060001,1323,TuitionExpress,Family payment
PMID0000000012302,ChildA-1044,FAM0971,7/3/2022,INV2022060002,896,TuitionExpress,Family payment
PMID0000000012303,ChildA-1044,FAM0971,7/28/2022,INV2022060003,896,TuitionExpress,Family payment
PMID0000000012304,ChildA-1194,FAM0435,7/10/2022,INV2022060004,1106,TuitionExpress,Family payment
PMID0000000012305,ChildA-1312,IND0366,7/9/2022,INV2022060005,1106,TuitionExpress,Family payment
PMID0000000012306,ChildA-1438,FAM0775,7/5/2022,INV2022060006,1106,Check,Family payment
PMID0000000012307,ChildA-1495,FAM0918,7/4/2022,INV2022060007,1106,TuitionExpress,Family payment
PMID0000000012308,ChildA-1495,SUB001,7/24/2022,INV2022060008,995.4,Wire Transfer,Subsidy payment
PMID0000000012309,ChildA-1495,ChildA-1495-FAM,7/7/2022,INV2022060008,110.6,TuitionExpress,Family payment
PMID0000000012310,ChildA-1495,FAM0918,7/2/2022,INV2022060009,540,TuitionExpress,Family payment
PMID0000000012311,ChildA-1495,SUB001,8/1/2022,INV2022060010,486,Agency ACH,Subsidy payment
PMID0000000012312,ChildA-1495,ChildA-1495-FAM,7/6/2022,INV2022060010,54,TuitionExpress,Family payment
PMID0000000012313,ChildA-1495,FAM0918,7/8/2022,INV2022060011,540,ACH,Family payment
PMID0000000012314,ChildA-1495,SUB001,8/9/2022,INV2022060012,486,Agency ACH,Subsidy payment
PMID0000000012315,ChildA-1495,ChildA-1495-FAM,7/8/2022,INV2022060012,54,TuitionExpress,Family payment
PMID0000000012316,ChildA-1669,FAM0254,7/5/2022,INV2022060013,1126.16,TuitionExpress,Family payment
PMID0000000012317,ChildA-2174,FAM0188,7/10/2022,INV2022060014,540,TuitionExpress,Family payment
PMID0000000012318,ChildA-1158,IND0642,8/23/2022,INV2022070001,1323,TuitionExpress,Family payment
PMID0000000012319,ChildA-1044,FAM0971,8/6/2022,INV2022070002,896,ACH,Family payment
PMID0000000012320,ChildA-1044,FAM0971,8/9/2022,INV2022070003,896,TuitionExpress,Family payment
PMID0000000012321,ChildA-1051,FAM0550,8/3/2022,INV2022070004,1284,TuitionExpress,Family payment
PMID0000000012322,ChildA-1194,FAM0435,8/9/2022,INV2022070005,1106,TuitionExpress,Family payment
PMID0000000012323,ChildA-1312,IND0366,8/5/2022,INV2022070006,1106,TuitionExpress,Family payment
PMID0000000012324,ChildA-1438,FAM0775,8/3/2022,INV2022070007,1106,TuitionExpress,Family payment
PMID0000000012325,ChildA-1495,FAM0918,7/31/2022,INV2022070008,540,TuitionExpress,Family payment
PMID0000000012326,ChildA-1495,SUB001,8/25/2022,INV2022070009,540,Wire Transfer,Subsidy payment
PMID0000000012327,ChildA-1669,FAM0254,8/6/2022,INV2022070010,1106,TuitionExpress,Family payment
PMID0000000012328,ChildA-1669,FAM0254,8/3/2022,INV2022070011,1106,TuitionExpress,Family payment
PMID0000000012329,ChildA-2174,FAM0188,8/9/2022,INV2022070012,540,TuitionExpress,Family payment
PMID0000000012330,ChildA-2354,IND0849,8/9/2022,INV2022070013,1323,TuitionExpress,Family payment
PMID0000000012331,ChildA-1158,IND0642,9/4/2022,INV2022080001,1323,TuitionExpress,Family payment
PMID0000000012332,ChildA-1044,FAM0971,9/5/2022,INV2022080002,896,TuitionExpress,Family payment
PMID0000000012333,ChildA-1044,FAM0971,9/3/2022,INV2022080003,896,TuitionExpress,Family payment
PMID0000000012334,ChildA-1051,FAM0550,9/8/2022,INV2022080004,1284,TuitionExpress,Family payment
PMID0000000012335,ChildA-1194,FAM0435,9/7/2022,INV2022080005,1106,TuitionExpress,Family payment
PMID0000000012336,ChildA-1312,IND0366,9/2/2022,INV2022080006,1106,TuitionExpress,Family payment
PMID0000000012337,ChildA-1438,FAM0775,9/9/2022,INV2022080007,1106,TuitionExpress,Family payment
PMID0000000012338,ChildA-1495,FAM0918,9/6/2022,INV2022080008,540,TuitionExpress,Family payment
PMID0000000012339,ChildA-1495,SUB001,10/9/2022,INV2022080009,540,Wire Transfer,Subsidy payment
PMID0000000012340,ChildA-1669,FAM0254,9/10/2022,INV2022080010,1106,Check,Family payment
PMID0000000012341,ChildA-2174,FAM0188,9/10/2022,INV2022080011,540,TuitionExpress,Family payment
PMID0000000012342,ChildA-2354,IND0849,9/1/2022,INV2022080012,1323,TuitionExpress,Family payment
PMID0000000012343,ChildA-1158,IND0642,10/4/2022,INV2022090001,1323,TuitionExpress,Family payment
PMID0000000012344,ChildA-1454,FAM0920,10/1/2022,INV2022090002,1500,TuitionExpress,Family payment
PMID0000000012345,ChildA-1454,FAM0920,10/4/2022,INV2022090003,1500,TuitionExpress,Family payment
PMID0000000012346,ChildA-1454,FAM0920,10/1/2022,INV2022090004,1500,TuitionExpress,Family payment
PMID0000000012347,ChildA-1454,FAM0920,10/8/2022,INV2022090005,1500,ACH,Family payment
PMID0000000012348,ChildA-1044,FAM0971,10/8/2022,INV2022090006,896,TuitionExpress,Family payment
PMID0000000012349,ChildA-1044,FAM0971,10/3/2022,INV2022090007,896,TuitionExpress,Family payment
PMID0000000012350,ChildA-1051,FAM0550,10/4/2022,INV2022090008,1284,Check,Family payment
PMID0000000012351,ChildA-1051,FAM0550,10/1/2022,INV2022090009,1323,TuitionExpress,Family payment
PMID0000000012352,ChildA-1194,FAM0435,10/10/2022,INV2022090010,1106,TuitionExpress,Family payment
PMID0000000012353,ChildA-1312,IND0366,10/2/2022,INV2022090011,1106,TuitionExpress,Family payment
PMID0000000012354,ChildA-1438,FAM0775,10/8/2022,INV2022090012,1106,TuitionExpress,Family payment
PMID0000000012355,ChildA-1454,FAM0920,10/4/2022,INV2022090013,540,TuitionExpress,Family payment
PMID0000000012356,ChildA-1454,FAM0920,10/10/2022,INV2022090014,540,Check,Family payment
PMID0000000012357,ChildA-1495,FAM0918,10/16/2022,INV2022090015,540,TuitionExpress,Family payment
PMID0000000012358,ChildA-1495,SUB001,11/10/2022,INV2022090016,540,Wire Transfer,Subsidy payment
PMID0000000012359,ChildA-1669,FAM0254,10/5/2022,INV2022090017,1106,TuitionExpress,Family payment
PMID0000000012360,ChildA-2174,FAM0188,10/7/2022,INV2022090018,540,TuitionExpress,Family payment
PMID0000000012361,ChildA-2354,IND0849,10/6/2022,INV2022090019,1323,TuitionExpress,Family payment
PMID0000000012362,ChildA-1158,IND0642,11/1/2022,INV2022100001,1323,TuitionExpress,Family payment
PMID0000000012363,ChildA-1454,FAM0920,10/31/2022,INV2022100002,1500,ACH,Family payment
PMID0000000012364,ChildA-1454,FAM0920,11/6/2022,INV2022100003,1500,TuitionExpress,Family payment
PMID0000000012365,ChildA-1044,FAM0971,11/3/2022,INV2022100004,896,TuitionExpress,Family payment
PMID0000000012366,ChildA-1044,FAM0971,11/8/2022,INV2022100005,896,TuitionExpress,Family payment
PMID0000000012367,ChildA-1044,FAM0971,11/6/2022,INV2022100006,1106,TuitionExpress,Family payment
PMID0000000012368,ChildA-1044,FAM0971,11/4/2022,INV2022100007,1106,TuitionExpress,Family payment
PMID0000000012369,ChildA-1044,FAM0971,11/6/2022,INV2022100008,1106,TuitionExpress,Family payment
PMID0000000012370,ChildA-1044,FAM0971,11/8/2022,INV2022100009,1106,TuitionExpress,Family payment
PMID0000000012371,ChildA-1051,FAM0550,11/5/2022,INV2022100010,1323,TuitionExpress,Family payment
PMID0000000012372,ChildA-1194,FAM0435,11/25/2022,INV2022100011,1106,TuitionExpress,Family payment
PMID0000000012373,ChildA-1312,IND0366,11/8/2022,INV2022100012,1106,TuitionExpress,Family payment
PMID0000000012374,ChildA-1438,FAM0775,11/5/2022,INV2022100013,1106,TuitionExpress,Family payment
PMID0000000012375,ChildA-1495,FAM0918,11/1/2022,INV2022100014,540,TuitionExpress,Family payment
PMID0000000012376,ChildA-1495,SUB001,12/12/2022,INV2022100015,540,Agency ACH,Subsidy payment
PMID0000000012377,ChildA-1649,FAM0983,11/6/2022,INV2022100016,540,TuitionExpress,Family payment
PMID0000000012378,ChildA-1649,FAM0983,11/4/2022,INV2022100017,540,ACH,Family payment
PMID0000000012379,ChildA-1649,FAM0983,11/6/2022,INV2022100018,1105,ACH,Family payment
PMID0000000012380,ChildA-1649,FAM0983,11/7/2022,INV2022100019,1105,TuitionExpress,Family payment
PMID0000000012381,ChildA-1649,FAM0983,11/8/2022,INV2022100020,1105,TuitionExpress,Family payment
PMID0000000012382,ChildA-1649,FAM0983,11/2/2022,INV2022100021,1105,TuitionExpress,Family payment
PMID0000000012383,ChildA-1669,FAM0254,11/5/2022,INV2022100022,1106,TuitionExpress,Family payment
PMID0000000012384,ChildA-1854,IND0576,11/6/2022,INV2022100023,1106,TuitionExpress,Family payment
PMID0000000012385,ChildA-2174,FAM0188,11/9/2022,INV2022100024,540,TuitionExpress,Family payment
PMID0000000012386,ChildA-2354,IND0849,10/31/2022,INV2022100025,1323,TuitionExpress,Family payment
PMID0000000012387,ChildA-1158,IND0642,12/7/2022,INV2022110001,1323,Check,Family payment
PMID0000000012388,ChildA-1454,FAM0920,11/30/2022,INV2022110002,1500,TuitionExpress,Family payment
PMID0000000012389,ChildA-1454,FAM0920,12/3/2022,INV2022110003,1500,TuitionExpress,Family payment
PMID0000000012390,ChildA-1044,FAM0971,12/21/2022,INV2022110004,1106,TuitionExpress,Family payment
PMID0000000012391,ChildA-1044,FAM0971,12/3/2022,INV2022110005,1106,TuitionExpress,Family payment
PMID0000000012392,ChildA-1051,FAM0550,11/30/2022,INV2022110006,1323,TuitionExpress,Family payment
PMID0000000012393,ChildA-1194,FAM0435,12/2/2022,INV2022110007,1106,TuitionExpress,Family payment
PMID0000000012394,ChildA-1312,IND0366,11/30/2022,INV2022110008,1106,TuitionExpress,Family payment
PMID0000000012395,ChildA-1438,FAM0775,11/30/2022,INV2022110009,1106,TuitionExpress,Family payment
PMID0000000012396,ChildA-1495,FAM0918,12/7/2022,INV2022110010,540,TuitionExpress,Family payment
PMID0000000012397,ChildA-1495,SUB001,1/6/2023,INV2022110011,540,Wire Transfer,Subsidy payment
PMID0000000012398,ChildA-1649,FAM0983,12/9/2022,INV2022110012,1105,TuitionExpress,Family payment
PMID0000000012399,ChildA-1649,FAM0983,12/6/2022,INV2022110013,1105,TuitionExpress,Family payment
PMID0000000012400,ChildA-1669,FAM0254,12/6/2022,INV2022110014,1106,TuitionExpress,Family payment
PMID0000000012401,ChildA-1854,IND0576,12/10/2022,INV2022110015,1106,TuitionExpress,Family payment
PMID0000000012402,ChildA-2053,FAM0577,12/6/2022,INV2022110016,1106,TuitionExpress,Family payment
PMID0000000012403,ChildA-2174,FAM0188,12/6/2022,INV2022110017,540,TuitionExpress,Family payment
PMID0000000012404,ChildA-2354,IND0849,12/6/2022,INV2022110018,1323,TuitionExpress,Family payment
PMID0000000012405,ChildA-2354,IND0849,12/1/2022,INV2022110019,896,TuitionExpress,Family payment
PMID0000000012406,ChildA-1158,IND0642,1/10/2023,INV2022120001,1323,Check,Family payment
PMID0000000012407,ChildA-1454,FAM0920,1/10/2023,INV2022120002,1500,TuitionExpress,Family payment
PMID0000000012408,ChildA-1454,FAM0920,1/2/2023,INV2022120003,1500,TuitionExpress,Family payment
PMID0000000012409,ChildA-1044,FAM0971,1/9/2023,INV2022120004,1106,Check,Family payment
PMID0000000012410,ChildA-1044,FAM0971,1/9/2023,INV2022120005,1106,TuitionExpress,Family payment
PMID0000000012411,ChildA-1051,FAM0550,12/31/2022,INV2022120006,1323,TuitionExpress,Family payment
PMID0000000012412,ChildA-1194,FAM0435,12/31/2022,INV2022120007,1106,ACH,Family payment
PMID0000000012413,ChildA-1312,IND0366,1/10/2023,INV2022120008,1106,TuitionExpress,Family payment
PMID0000000012414,ChildA-1438,FAM0775,1/3/2023,INV2022120009,1106,Check,Family payment
PMID0000000012415,ChildA-1495,FAM0918,1/1/2023,INV2022120010,540,TuitionExpress,Family payment
PMID0000000012416,ChildA-1495,SUB001,1/15/2023,INV2022120011,486,Agency ACH,Subsidy payment
PMID0000000012417,ChildA-1495,ChildA-1495-FAM,1/7/2023,INV2022120011,54,TuitionExpress,Family payment
PMID0000000012418,ChildA-1649,FAM0983,1/7/2023,INV2022120012,1105,TuitionExpress,Family payment
PMID0000000012419,ChildA-1649,FAM0983,1/2/2023,INV2022120013,1105,TuitionExpress,Family payment
PMID0000000012420,ChildA-1649,FAM0983,12/31/2022,INV2022120014,896,TuitionExpress,Family payment
PMID0000000012421,ChildA-1649,FAM0983,1/1/2023,INV2022120015,896,TuitionExpress,Family payment
PMID0000000012422,ChildA-1649,FAM0983,1/9/2023,INV2022120016,896,TuitionExpress,Family payment
PMID0000000012423,ChildA-1649,FAM0983,1/1/2023,INV2022120017,896,TuitionExpress,Family payment
PMID0000000012424,ChildA-1669,FAM0254,1/2/2023,INV2022120018,1106,TuitionExpress,Family payment
PMID0000000012425,ChildA-1854,IND0576,12/31/2022,INV2022120019,1106,TuitionExpress,Family payment
PMID0000000012426,ChildA-2053,FAM0577,1/4/2023,INV2022120020,1106,Check,Family payment
PMID0000000012427,ChildA-2174,FAM0188,1/6/2023,INV2022120021,540,TuitionExpress,Family payment
PMID0000000012428,ChildA-2354,IND0849,1/7/2023,INV2022120022,896,TuitionExpress,Family payment
PMID0000000012429,ChildA-1007,FAM0711,2/6/2023,INV2023010001,1105,Check,Family payment
PMID0000000012430,ChildA-1158,IND0642,2/7/2023,INV2023010002,1323,TuitionExpress,Family payment
PMID0000000012431,ChildA-1158,IND0642,2/1/2023,INV2023010003,896,TuitionExpress,Family payment
PMID0000000012432,ChildA-1454,FAM0920,2/8/2023,INV2023010004,1500,TuitionExpress,Family payment
PMID0000000012433,ChildA-1454,FAM0920,2/3/2023,INV2023010005,1500,TuitionExpress,Family payment
PMID0000000012434,ChildA-1454,FAM0920,2/2/2023,INV2023010006,1105,TuitionExpress,Family payment
PMID0000000012435,ChildA-1454,FAM0920,2/8/2023,INV2023010007,1105,TuitionExpress,Family payment
PMID0000000012436,ChildA-1454,FAM0920,1/31/2023,INV2023010008,1105,TuitionExpress,Family payment
PMID0000000012437,ChildA-1454,FAM0920,1/31/2023,INV2023010009,1105,TuitionExpress,Family payment
PMID0000000012438,ChildA-1044,FAM0971,2/1/2023,INV2023010010,1106,TuitionExpress,Family payment
PMID0000000012439,ChildA-1044,FAM0971,1/31/2023,INV2023010011,1106,TuitionExpress,Family payment
PMID0000000012440,ChildA-1051,FAM0550,2/7/2023,INV2023010012,1323,TuitionExpress,Family payment
PMID0000000012441,ChildA-1098,FAM0846,2/3/2023,INV2023010013,896,TuitionExpress,Family payment
PMID0000000012442,ChildA-1194,FAM0435,2/1/2023,INV2023010014,1106,TuitionExpress,Family payment
PMID0000000012443,ChildA-1194,FAM0435,2/2/2023,INV2023010015,1106,TuitionExpress,Family payment
PMID0000000012444,ChildA-1312,IND0366,1/31/2023,INV2023010016,1106,TuitionExpress,Family payment
PMID0000000012445,ChildA-1438,FAM0775,2/3/2023,INV2023010017,1106,TuitionExpress,Family payment
PMID0000000012446,ChildA-1495,FAM0918,2/4/2023,INV2023010018,540,TuitionExpress,Family payment
PMID0000000012447,ChildA-1495,SUB001,3/8/2023,INV2023010019,540,Agency ACH,Subsidy payment
PMID0000000012448,ChildA-1571,FAM0979,2/8/2023,INV2023010020,1500,TuitionExpress,Family payment
PMID0000000012449,ChildA-1571,FAM0979,2/6/2023,INV2023010021,1500,Check,Family payment
PMID0000000012450,ChildA-1571,FAM0979,2/5/2023,INV2023010022,1500,TuitionExpress,Family payment
PMID0000000012451,ChildA-1571,FAM0979,2/1/2023,INV2023010023,1500,TuitionExpress,Family payment
PMID0000000012452,ChildA-1571,FAM0979,2/4/2023,INV2023010024,896,TuitionExpress,Family payment
PMID0000000012453,ChildA-1571,FAM0979,2/6/2023,INV2023010025,896,TuitionExpress,Family payment
PMID0000000012454,ChildA-1669,FAM0254,2/4/2023,INV2023010026,1106,TuitionExpress,Family payment
PMID0000000012455,ChildA-1854,IND0576,2/5/2023,INV2023010027,1106,TuitionExpress,Family payment
PMID0000000012456,ChildA-2015,FAM0969,2/5/2023,INV2023010028,1106,TuitionExpress,Family payment
PMID0000000012457,ChildA-2015,FAM0969,2/19/2023,INV2023010029,1106,TuitionExpress,Family payment
PMID0000000012458,ChildA-2053,FAM0577,2/9/2023,INV2023010030,1106,TuitionExpress,Family payment
PMID0000000012459,ChildA-2132,FAM0206,2/4/2023,INV2023010031,896,TuitionExpress,Family payment
PMID0000000012460,ChildA-2132,FAM0206,2/2/2023,INV2023010032,896,TuitionExpress,Family payment
